factp_id,time_id,match_id,player_id,club_id,country_id,apperances,goal_scored,goal_assist,total_shots,shots_on_target,fouls_made,goals_saved,goals_conceded,total_penalty,successful_penalty,salary
FP00063,T027,M01,P0001,CL21,NA,8,6,4,61,40,7,14,14,5,2,2424.88
FP00064,T028,M01,P0001,CL21,NA,8,13,3,62,35,3,28,21,10,9,2424.88
FP00065,T029,M01,P0001,CL21,NA,8,5,3,55,32,0,15,20,1,1,2424.88
FP00066,T030,M01,P0001,CL21,NA,8,9,1,52,38,8,29,10,7,5,2424.88
FP00067,T031,M01,P0001,CL21,NA,8,11,3,77,41,6,12,27,9,7,2424.88
FP00068,T032,M01,P0001,CL21,NA,8,7,3,53,43,7,21,10,4,3,2424.88
FP00069,T033,M01,P0001,CL21,NA,8,6,3,54,40,6,14,16,2,2,2424.88
FP00070,T034,M01,P0001,CL21,NA,8,4,8,62,42,4,12,28,3,0,2424.88
FP00071,T035,M01,P0001,CL21,NA,8,5,8,79,49,1,15,11,7,1,2424.88
FP00072,T036,M01,P0001,CL21,NA,8,5,2,66,50,5,14,21,1,1,2424.88
FP00073,T001,M02,P0002,NA,CO06,8,10,1,75,41,5,17,14,4,3,3770.91
FP00074,T002,M02,P0002,NA,CO06,8,7,4,73,34,10,17,11,0,0,3770.91
FP00075,T003,M02,P0002,NA,CO06,8,7,2,70,41,6,21,27,0,0,3770.91
FP00076,T004,M02,P0002,NA,CO06,8,10,2,51,38,11,10,16,3,3,3770.91
FP00077,T005,M02,P0002,NA,CO06,8,7,8,79,50,13,17,20,0,0,3770.91
FP00078,T006,M02,P0002,NA,CO06,8,10,2,72,33,12,10,10,4,3,3770.91
FP00079,T007,M02,P0002,NA,CO06,8,7,2,52,45,4,21,30,0,0,3770.91
FP00080,T008,M02,P0002,NA,CO06,8,7,4,64,36,13,24,28,0,0,3770.91
FP00081,T009,M02,P0002,NA,CO06,8,7,5,57,49,5,13,11,0,0,3770.91
FP00082,T010,M02,P0002,NA,CO06,8,7,7,71,46,13,24,28,0,0,3770.91
FP00083,T011,M02,P0002,NA,CO06,8,7,3,79,38,12,14,28,0,0,3770.91
FP00084,T012,M02,P0002,NA,CO06,8,7,2,50,38,12,24,15,3,0,3770.91
FP00085,T013,M02,P0002,NA,CO06,8,6,8,60,50,2,25,26,3,1,6000
FP00086,T014,M02,P0002,NA,CO06,8,5,7,60,50,3,28,14,3,2,6000
FP00087,T015,M02,P0002,NA,CO06,8,2,5,62,50,9,26,29,1,0,6000
FP00088,T016,M02,P0002,NA,CO06,8,4,2,60,47,8,28,16,4,2,6000
FP00089,T017,M02,P0002,NA,CO06,8,3,8,54,30,3,13,23,2,1,6000
FP00090,T018,M02,P0002,NA,CO06,8,3,8,55,39,3,15,16,4,1,6000
FP00091,T019,M02,P0002,NA,CO06,8,3,8,51,40,4,28,27,5,1,6000
FP00092,T020,M02,P0002,NA,CO06,8,4,2,80,34,1,19,22,5,2,6000
FP00093,T021,M02,P0002,NA,CO06,8,4,4,57,33,10,19,18,4,2,6000
FP00094,T022,M02,P0002,NA,CO06,8,4,3,70,32,1,19,10,5,2,6000
FP00095,T023,M02,P0002,NA,CO06,8,5,4,62,46,6,17,20,5,3,6000
FP00096,T024,M02,P0002,NA,CO06,8,3,2,69,47,10,27,22,3,1,6000
FP00097,T025,M02,P0002,NA,CO06,8,5,1,54,48,1,27,19,6,3,8770.91
FP00098,T026,M02,P0002,NA,CO06,8,7,4,71,43,9,26,26,7,5,8770.91
FP00099,T027,M02,P0002,NA,CO06,8,5,3,58,37,7,18,12,5,3,8770.91
FP00100,T028,M02,P0002,NA,CO06,8,4,5,71,48,2,24,16,7,2,8770.91
FP00101,T029,M02,P0002,NA,CO06,8,5,2,61,31,9,12,11,4,3,8770.91
FP00102,T030,M02,P0002,NA,CO06,8,3,3,74,41,3,13,29,2,1,8770.91
FP00103,T031,M02,P0002,NA,CO06,8,3,5,57,37,1,16,19,9,1,8770.91
FP00104,T032,M02,P0002,NA,CO06,8,6,6,70,31,6,11,10,8,4,8770.91
FP00105,T033,M02,P0002,NA,CO06,8,4,4,73,45,0,13,22,6,2,8770.91
FP00106,T034,M02,P0002,NA,CO06,8,2,7,66,48,3,22,28,8,0,8770.91
FP00107,T035,M02,P0002,NA,CO06,8,4,1,56,45,9,22,19,3,2,8770.91
FP00108,T036,M02,P0002,NA,CO06,8,5,8,75,30,6,29,25,10,3,8770.91
FP00109,T001,M01,P0002,CL29,NA,8,6,4,54,46,7,26,19,1,1,6000
FP00110,T002,M01,P0002,CL29,NA,8,6,4,80,41,4,29,15,0,0,6000
FP00111,T003,M01,P0002,CL29,NA,8,7,1,65,42,10,21,17,4,3,6000
FP00112,T004,M01,P0002,CL29,NA,8,5,7,59,49,6,24,19,3,3,6000
FP00113,T005,M01,P0002,CL29,NA,8,4,6,68,33,7,15,25,2,2,6000
FP00114,T006,M01,P0002,CL29,NA,8,4,4,59,42,10,19,21,4,4,6000
FP00115,T007,M01,P0002,CL29,NA,8,3,7,55,45,0,13,23,8,7,6000
FP00116,T008,M01,P0002,CL29,NA,8,6,7,52,41,0,15,23,10,7,6000
FP00117,T009,M01,P0002,CL29,NA,8,3,7,72,39,2,15,29,6,6,6000
FP00118,T010,M01,P0002,CL29,NA,8,2,8,76,45,3,17,19,6,6,6000
FP00119,T011,M01,P0002,CL29,NA,8,3,4,66,36,5,19,13,4,4,6000
FP00120,T012,M01,P0002,CL29,NA,8,2,6,55,41,7,24,17,9,8,6000
FP00121,T013,M01,P0002,CL29,NA,8,8,5,56,42,7,30,29,3,1,8770.91
FP00122,T014,M01,P0002,CL29,NA,8,10,5,76,36,1,13,11,8,5,8770.91
FP00123,T015,M01,P0002,CL29,NA,8,11,2,70,30,4,14,28,8,8,8770.91
FP00124,T016,M01,P0002,CL29,NA,8,3,7,80,40,5,22,27,2,1,8770.91
FP00125,T017,M01,P0002,CL29,NA,8,7,3,53,41,2,29,20,4,2,8770.91
FP00126,T018,M01,P0002,CL29,NA,8,8,3,61,48,0,15,18,2,2,8770.91
FP00127,T019,M01,P0002,CL29,NA,8,11,1,53,40,8,22,20,9,2,8770.91
FP00128,T020,M01,P0002,CL29,NA,8,9,7,64,32,1,11,26,9,1,8770.91
FP00129,T021,M01,P0002,CL29,NA,8,12,4,80,41,5,11,28,9,1,8770.91
FP00130,T022,M01,P0002,CL29,NA,8,5,6,72,46,4,22,13,3,2,8770.91
FP00131,T023,M01,P0002,CL29,NA,8,9,5,65,31,0,28,18,8,3,8770.91
FP00132,T024,M01,P0002,CL29,NA,8,10,5,61,49,0,27,28,7,4,8770.91
FP00133,T025,M01,P0002,CL24,NA,8,4,7,53,34,0,23,21,4,0,3770.91
FP00134,T026,M01,P0002,CL24,NA,8,6,2,53,33,3,17,13,7,2,3770.91
FP00135,T027,M01,P0002,CL24,NA,8,9,3,75,48,1,22,20,10,5,3770.91
FP00136,T028,M01,P0002,CL24,NA,8,6,8,71,48,9,12,25,9,2,3770.91
FP00137,T029,M01,P0002,CL24,NA,8,7,5,62,30,5,28,18,3,3,3770.91
FP00138,T030,M01,P0002,CL24,NA,8,6,4,53,41,9,14,17,2,2,3770.91
FP00139,T031,M01,P0002,CL24,NA,8,6,8,79,33,9,26,11,4,2,3770.91
FP00140,T032,M01,P0002,CL24,NA,8,7,3,54,48,9,26,25,9,3,3770.91
FP00141,T033,M01,P0002,CL24,NA,8,5,3,74,50,1,17,14,1,1,3770.91
FP00142,T034,M01,P0002,CL24,NA,8,5,2,63,43,8,17,25,1,1,3770.91
FP00143,T035,M01,P0002,CL24,NA,8,5,6,80,31,10,29,11,2,1,3770.91
FP00144,T036,M01,P0002,CL24,NA,8,8,1,55,38,6,27,19,10,4,3770.91
FP00145,T001,M02,P0003,NA,CO03,8,9,6,74,38,7,10,18,2,2,11352.13
FP00146,T002,M02,P0003,NA,CO03,8,7,3,70,30,8,29,24,0,0,11352.13
FP00147,T003,M02,P0003,NA,CO03,8,7,5,58,37,8,28,27,0,0,11352.13
FP00148,T004,M02,P0003,NA,CO03,8,7,6,54,37,3,16,21,0,0,11352.13
FP00149,T005,M02,P0003,NA,CO03,8,7,1,55,40,5,15,12,0,0,11352.13
FP00150,T006,M02,P0003,NA,CO03,8,7,2,64,30,9,23,22,0,0,11352.13
FP00151,T007,M02,P0003,NA,CO03,8,7,6,63,33,9,10,18,0,0,11352.13
FP00152,T008,M02,P0003,NA,CO03,8,7,5,77,30,9,10,15,0,0,11352.13
FP00153,T009,M02,P0003,NA,CO03,8,7,1,69,44,7,23,19,0,0,11352.13
FP00154,T010,M02,P0003,NA,CO03,8,7,1,60,37,11,29,10,0,0,11352.13
FP00155,T011,M02,P0003,NA,CO03,8,9,4,69,49,5,14,22,3,2,11352.13
FP00156,T012,M02,P0003,NA,CO03,8,7,3,51,47,12,10,15,0,0,11352.13
FP00157,T013,M02,P0003,NA,CO03,8,8,5,55,46,5,13,23,4,3,10000
FP00158,T014,M02,P0003,NA,CO03,8,5,8,78,37,10,26,26,5,3,10000
FP00159,T015,M02,P0003,NA,CO03,8,3,2,50,43,4,11,13,3,1,10000
FP00160,T016,M02,P0003,NA,CO03,8,3,1,60,45,1,21,18,2,1,10000
FP00161,T017,M02,P0003,NA,CO03,8,3,8,64,50,9,27,24,5,1,10000
FP00162,T018,M02,P0003,NA,CO03,8,2,1,54,47,0,23,28,4,0,10000
FP00163,T019,M02,P0003,NA,CO03,8,2,1,76,34,3,10,17,1,0,10000
FP00164,T020,M02,P0003,NA,CO03,8,4,7,69,47,10,22,29,3,2,10000
FP00165,T021,M02,P0003,NA,CO03,8,2,2,80,33,1,23,15,1,0,10000
FP00166,T022,M02,P0003,NA,CO03,8,5,7,61,42,8,17,13,5,3,10000
FP00167,T023,M02,P0003,NA,CO03,8,4,4,59,32,2,19,16,4,2,10000
FP00168,T024,M02,P0003,NA,CO03,8,2,5,71,50,1,15,21,3,0,10000
FP00169,T025,M02,P0003,NA,CO03,8,9,5,79,42,1,19,20,7,7,14652.13
FP00170,T026,M02,P0003,NA,CO03,8,5,8,78,35,7,12,19,8,3,14652.13
FP00171,T027,M02,P0003,NA,CO03,8,4,7,68,36,7,21,30,3,2,14652.13
FP00172,T028,M02,P0003,NA,CO03,8,4,6,51,48,6,15,14,10,2,14652.13
FP00173,T029,M02,P0003,NA,CO03,8,2,4,60,37,2,18,10,4,0,14652.13
FP00174,T030,M02,P0003,NA,CO03,8,4,1,64,40,7,10,20,8,2,14652.13
FP00175,T031,M02,P0003,NA,CO03,8,9,7,59,43,1,14,16,10,7,14652.13
FP00176,T032,M02,P0003,NA,CO03,8,5,8,53,38,3,12,23,7,3,14652.13
FP00177,T033,M02,P0003,NA,CO03,8,7,3,78,31,3,22,19,5,5,14652.13
FP00178,T034,M02,P0003,NA,CO03,8,5,6,73,33,9,11,16,4,3,14652.13
FP00179,T035,M02,P0003,NA,CO03,8,4,6,73,35,3,10,19,5,2,14652.13
FP00180,T036,M02,P0003,NA,CO03,8,4,1,61,48,1,16,24,2,2,14652.13
FP00181,T001,M01,P0003,CL10,NA,8,7,8,68,37,9,26,29,2,2,10000
FP00182,T002,M01,P0003,CL10,NA,8,7,8,80,31,9,17,24,0,0,10000
FP00183,T003,M01,P0003,CL10,NA,8,8,1,63,32,3,16,20,2,2,10000
FP00184,T004,M01,P0003,CL10,NA,8,0,8,72,34,1,24,23,3,3,10000
FP00185,T005,M01,P0003,CL10,NA,8,3,6,73,36,0,22,28,0,0,10000
FP00186,T006,M01,P0003,CL10,NA,8,2,1,75,47,2,14,14,1,1,10000
FP00187,T007,M01,P0003,CL10,NA,8,8,8,79,31,3,22,24,0,0,10000
FP00188,T008,M01,P0003,CL10,NA,8,8,7,67,43,1,24,22,7,7,10000
FP00189,T009,M01,P0003,CL10,NA,8,5,1,60,49,5,15,19,6,5,10000
FP00190,T010,M01,P0003,CL10,NA,8,7,2,70,37,4,11,12,6,3,10000
FP00191,T011,M01,P0003,CL10,NA,8,2,8,71,46,10,29,11,5,5,10000
FP00192,T012,M01,P0003,CL10,NA,8,5,4,60,32,0,21,13,10,8,10000
FP00193,T013,M01,P0003,CL10,NA,8,12,8,73,48,4,27,21,6,5,14652.13
FP00194,T014,M01,P0003,CL10,NA,8,9,6,50,44,3,22,29,7,3,14652.13
FP00195,T015,M01,P0003,CL10,NA,8,8,4,67,34,3,12,15,5,3,14652.13
FP00196,T016,M01,P0003,CL10,NA,8,6,8,50,32,8,30,16,1,0,14652.13
FP00197,T017,M01,P0003,CL10,NA,8,6,3,64,39,4,25,12,5,2,14652.13
FP00198,T018,M01,P0003,CL10,NA,8,11,3,51,43,10,13,29,9,8,14652.13
FP00199,T019,M01,P0003,CL10,NA,8,6,2,69,39,7,24,20,3,3,14652.13
FP00200,T020,M01,P0003,CL10,NA,8,9,6,78,38,0,15,26,6,2,14652.13
FP00201,T021,M01,P0003,CL10,NA,8,6,4,61,33,3,30,20,5,4,14652.13
FP00202,T022,M01,P0003,CL10,NA,8,8,5,64,32,2,29,21,3,3,14652.13
FP00203,T023,M01,P0003,CL10,NA,8,12,3,52,47,7,10,13,9,1,14652.13
FP00204,T024,M01,P0003,CL10,NA,8,13,2,75,37,10,30,18,10,7,14652.13
FP00205,T025,M01,P0003,CL23,NA,8,4,5,73,42,10,14,14,2,0,11352.13
FP00206,T026,M01,P0003,CL23,NA,8,8,7,56,35,5,12,22,7,4,11352.13
FP00207,T027,M01,P0003,CL23,NA,8,8,5,55,47,5,30,18,7,4,11352.13
FP00208,T028,M01,P0003,CL23,NA,8,5,6,64,35,9,22,11,2,1,11352.13
FP00209,T029,M01,P0003,CL23,NA,8,8,5,67,48,0,10,17,7,4,11352.13
FP00210,T030,M01,P0003,CL23,NA,8,6,1,72,33,1,13,14,3,2,11352.13
FP00211,T031,M01,P0003,CL23,NA,8,10,8,63,50,9,24,12,6,6,11352.13
FP00212,T032,M01,P0003,CL23,NA,8,6,7,69,34,6,16,16,2,2,11352.13
FP00213,T033,M01,P0003,CL23,NA,8,7,2,56,41,5,20,23,8,3,11352.13
FP00214,T034,M01,P0003,CL23,NA,8,5,6,78,36,8,30,10,1,1,11352.13
FP00215,T035,M01,P0003,CL23,NA,8,8,3,66,31,7,30,18,10,4,11352.13
FP00216,T036,M01,P0003,CL23,NA,8,8,3,55,47,1,22,27,5,4,11352.13
FP00217,T001,M02,P0004,NA,CO09,8,7,5,66,49,4,21,20,0,0,5072.71
FP00218,T002,M02,P0004,NA,CO09,8,10,4,51,42,9,30,16,4,3,5072.71
FP00219,T003,M02,P0004,NA,CO09,8,7,4,68,39,33,10,16,0,0,5072.71
FP00220,T004,M02,P0004,NA,CO09,8,7,2,72,32,5,13,25,0,0,5072.71
FP00221,T005,M02,P0004,NA,CO09,8,7,5,67,44,5,29,21,0,0,5072.71
FP00222,T006,M02,P0004,NA,CO09,8,10,8,77,42,12,20,27,3,3,5072.71
FP00223,T007,M02,P0004,NA,CO09,8,7,5,56,43,14,26,13,0,0,5072.71
FP00224,T008,M02,P0004,NA,CO09,8,7,3,69,39,8,10,11,0,0,5072.71
FP00225,T009,M02,P0004,NA,CO09,8,7,4,74,35,13,14,23,0,0,5072.71
FP00226,T010,M02,P0004,NA,CO09,8,7,3,59,31,12,15,13,0,0,5072.71
FP00227,T011,M02,P0004,NA,CO09,8,8,6,78,49,7,25,24,1,1,5072.71
FP00228,T012,M02,P0004,NA,CO09,8,7,2,68,31,2,20,11,0,0,5072.71
FP00229,T013,M02,P0004,NA,CO09,8,6,5,61,42,7,21,24,3,2,6753
FP00230,T014,M02,P0004,NA,CO09,8,5,5,56,49,1,21,24,5,3,6753
FP00231,T015,M02,P0004,NA,CO09,8,4,3,60,46,5,15,17,4,2,6753
FP00232,T016,M02,P0004,NA,CO09,8,2,6,72,48,6,27,27,4,0,6753
FP00233,T017,M02,P0004,NA,CO09,8,3,7,61,31,8,27,14,2,1,6753
FP00234,T018,M02,P0004,NA,CO09,8,6,3,75,32,5,18,12,5,4,6753
FP00235,T019,M02,P0004,NA,CO09,8,4,2,74,34,10,13,14,5,2,6753
FP00236,T020,M02,P0004,NA,CO09,8,3,8,51,32,5,15,16,2,1,6753
FP00237,T021,M02,P0004,NA,CO09,8,2,2,79,46,8,21,10,2,0,6753
FP00238,T022,M02,P0004,NA,CO09,8,2,3,63,40,1,23,30,1,0,6753
FP00239,T023,M02,P0004,NA,CO09,8,4,6,61,48,10,16,11,5,2,6753
FP00240,T024,M02,P0004,NA,CO09,8,3,6,54,49,6,21,25,3,1,6753
FP00241,T025,M02,P0004,NA,CO09,8,4,2,75,44,6,28,11,6,2,6002.71
FP00242,T026,M02,P0004,NA,CO09,8,3,7,53,46,8,14,29,2,1,6002.71
FP00243,T027,M02,P0004,NA,CO09,8,3,5,71,46,7,29,10,1,1,6002.71
FP00244,T028,M02,P0004,NA,CO09,8,2,2,77,47,7,27,26,2,0,6002.71
FP00245,T029,M02,P0004,NA,CO09,8,2,2,73,40,10,12,16,2,0,6002.71
FP00246,T030,M02,P0004,NA,CO09,8,2,2,70,42,6,18,19,2,0,6002.71
FP00247,T031,M02,P0004,NA,CO09,8,4,5,74,41,4,24,18,9,2,6002.71
FP00248,T032,M02,P0004,NA,CO09,8,2,4,58,44,2,12,13,1,0,6002.71
FP00249,T033,M02,P0004,NA,CO09,8,2,8,72,39,1,23,23,9,0,6002.71
FP00250,T034,M02,P0004,NA,CO09,8,5,3,68,41,3,21,11,10,3,6002.71
FP00251,T035,M02,P0004,NA,CO09,8,5,2,74,45,8,19,14,7,3,6002.71
FP00252,T036,M02,P0004,NA,CO09,8,3,2,50,37,1,18,23,2,1,6002.71
FP00253,T001,M01,P0004,CL20,NA,8,6,3,60,43,9,17,23,1,1,6753
FP00254,T002,M01,P0004,CL20,NA,8,5,7,59,32,8,16,16,3,3,6753
FP00255,T003,M01,P0004,CL20,NA,8,8,7,72,31,3,16,22,3,3,6753
FP00256,T004,M01,P0004,CL20,NA,8,2,7,71,36,9,22,13,4,4,6753
FP00257,T005,M01,P0004,CL20,NA,8,0,4,71,41,5,20,14,6,6,6753
FP00258,T006,M01,P0004,CL20,NA,8,0,7,67,40,9,15,23,1,1,6753
FP00259,T007,M01,P0004,CL20,NA,8,5,2,51,31,4,30,18,5,3,6753
FP00260,T008,M01,P0004,CL20,NA,8,8,4,75,49,2,24,15,5,5,6753
FP00261,T009,M01,P0004,CL20,NA,8,7,1,65,50,7,27,24,0,0,6753
FP00262,T010,M01,P0004,CL20,NA,8,6,4,69,47,2,17,20,5,5,6753
FP00263,T011,M01,P0004,CL20,NA,8,8,1,68,44,8,26,18,1,0,6753
FP00264,T012,M01,P0004,CL20,NA,8,6,4,70,32,10,16,18,2,2,6753
FP00265,T013,M01,P0004,CL27,NA,8,9,7,52,36,7,30,26,7,4,6002.71
FP00266,T014,M01,P0004,CL27,NA,8,11,8,53,38,1,19,14,6,1,6002.71
FP00267,T015,M01,P0004,CL27,NA,8,15,5,52,48,7,25,28,12,8,6002.71
FP00268,T016,M01,P0004,CL27,NA,8,12,2,55,43,3,30,26,9,6,6002.71
FP00269,T017,M01,P0004,CL27,NA,8,7,7,63,47,9,19,27,2,0,6002.71
FP00270,T018,M01,P0004,CL27,NA,8,6,3,57,41,3,22,14,4,3,6002.71
FP00271,T019,M01,P0004,CL27,NA,8,9,6,66,35,0,29,15,7,1,6002.71
FP00272,T020,M01,P0004,CL27,NA,8,5,3,66,43,4,29,10,2,1,6002.71
FP00273,T021,M01,P0004,CL27,NA,8,14,5,73,35,10,16,21,11,9,6002.71
FP00274,T022,M01,P0004,CL27,NA,8,9,2,68,48,9,17,25,6,5,6002.71
FP00275,T023,M01,P0004,CL27,NA,8,4,7,61,36,0,26,17,1,1,6002.71
FP00276,T024,M01,P0004,CL27,NA,8,12,7,73,33,10,20,27,9,1,6002.71
FP00277,T025,M01,P0004,CL05,NA,8,7,1,59,34,5,23,14,3,3,5072.71
FP00278,T026,M01,P0004,CL05,NA,8,7,8,58,38,0,17,30,7,3,5072.71
FP00279,T027,M01,P0004,CL05,NA,8,11,3,51,44,1,11,24,10,7,5072.71
FP00280,T028,M01,P0004,CL05,NA,8,4,2,76,33,1,16,12,6,0,5072.71
FP00281,T029,M01,P0004,CL05,NA,8,6,3,79,30,3,18,11,2,2,5072.71
FP00282,T030,M01,P0004,CL05,NA,8,7,4,53,30,1,20,22,6,3,5072.71
FP00283,T031,M01,P0004,CL05,NA,8,5,4,78,45,6,27,11,2,1,5072.71
FP00284,T032,M01,P0004,CL05,NA,8,6,5,56,38,1,17,22,6,2,5072.71
FP00285,T033,M01,P0004,CL05,NA,8,12,7,62,42,6,15,24,8,8,5072.71
FP00286,T034,M01,P0004,CL05,NA,8,8,1,50,38,9,10,14,5,4,5072.71
FP00287,T035,M01,P0004,CL05,NA,8,6,7,54,37,6,16,25,3,2,5072.71
FP00288,T036,M01,P0004,CL05,NA,8,6,7,56,48,6,30,23,3,2,5072.71
FP00289,T001,M02,P0005,NA,CO06,8,7,6,57,45,3,24,27,0,0,8761.52
FP00290,T002,M02,P0005,NA,CO06,8,7,6,67,39,9,13,27,0,0,8761.52
FP00291,T003,M02,P0005,NA,CO06,8,9,5,78,50,8,22,14,4,2,8761.52
FP00292,T004,M02,P0005,NA,CO06,8,7,4,54,40,6,26,10,0,0,8761.52
FP00293,T005,M02,P0005,NA,CO06,8,7,3,76,40,7,15,26,0,0,8761.52
FP00294,T006,M02,P0005,NA,CO06,8,9,2,50,42,9,24,24,4,2,8761.52
FP00295,T007,M02,P0005,NA,CO06,8,9,3,67,42,13,23,22,3,2,8761.52
FP00296,T008,M02,P0005,NA,CO06,8,7,6,57,30,8,25,29,0,0,8761.52
FP00297,T009,M02,P0005,NA,CO06,8,7,1,67,49,13,24,23,0,0,8761.52
FP00298,T010,M02,P0005,NA,CO06,8,10,7,69,47,7,18,10,5,3,8761.52
